OBJECTID,LOC_ID,FAC_TYP,FAC_SVC,PUB_PKG,SPACE_NO,COMMENTS,RESERV,FEE,HRLY_RATE,DLY_MAX,TM_LMT,RATE_NOTES,MO_RATE,MO_RATE_NOTES,VAL,VAL_TM,VAL_NOTES,NGHT_WKND_RATE,NGHT_WKND_RATE_NOTES,EVENT_FEE,EVENT_NOTES,HTL_FREE,GUEST_RATE,LOT_CTRL,OWN,PKG_OP,CLV_ENF,USE_TYP,MTR_LOT_NUM,LAST_UPDATE,LAST_EDITOR,SHAPE_Length,SHAPE_Area,RV TAG,Report No,SIDE,TIME_LIMIT,DAYS,LOT,ZONE_TYPE,HOURS,LMT_DISPLAY,FLAG,Fiscal year,Location 1
432,438,Surface,Las Vegas Academy High School,N,132,,Students & Teachers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Other,,,,1012.49651987539,42678.7476095328,,,,,,,,,,,2017,"315 S 7th St
Las Vegas, Nevada
(36.165512, -115.140195)"
346,350,Surface,Excella Communications,N,50,,Customers & Employees,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,835.526533353623,29000.1599034763,,,,,,,,,,,2017,"1700 S Main St
Las Vegas, Nevada
(36.150799, -115.154234)"
202,205,Surface,Office,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,145.863086254434,1158.38110883865,,,,,,,,,,,2017,"608 S 8th St
Las Vegas, Nevada
(36.161624, -115.141265)"
415,421,Surface,Nevada Legal News,N,26,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,482.662722681367,14191.5612073917,,,,,,,,,,,2017,"930 S 4th St
Las Vegas, Nevada
(36.15948, -115.148506)"
136,,Parallel,,,10,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,261.948328065143,,On Street parking,4,N,10HR,M-F,158,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 Garces
Las Vegas, Nevada
(36.163523, -115.148186)"
184,187,Surface,Certified CPA's,N,5,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,155.694858345738,1364.4993801551,,,,,,,,,,,2017,"651 E Clark Ave
Las Vegas, Nevada
(36.163964, -115.14225)"
3,,Parallel,,,8,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,221.34430654296,,On Street parking,4,S,10HR,M-F,302,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"500 Hoover
Las Vegas, Nevada
(36.159901, -115.146695)"
578,585,Surface,Hotel,N,45,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,486.497303250834,13000.9399319686,,,,,,,,,,,2017,"2200 S Las Vegas Blvd
Las Vegas, Nevada
(36.145818, -115.156063)"
387,393,Surface,El Cid Lot,Y,28,,,Y,1,5,24,7 days a week,30,,N/A,,,$1 Per Hour/$5 max,,,,N/A,,Metered,Downtown Project,City of Las Vegas,Y,Mixed Use,175,12/03/2015 12:00:00 AM,JHillhouse,431.054349597271,10561.6265839206,Private Lots-City Run,3,,,,,,,,,2017,"217 S 6th St
Las Vegas, Nevada
(36.166965, -115.140682)"
96,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,196.834348759533,,On Street parking,4,S,10HR,M-F,130,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"500 Gass
Las Vegas, Nevada
(36.161065, -115.145937)"
5,,Parallel,,,11,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2014 12:00:00 AM,JHillhouse,307.828152736055,,On Street parking,4,W,10HR,M-F,73,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"100 N. 10th
Las Vegas, Nevada
(36.166776, -115.134969)"
19,19,Surface,Apartments,N,9,,Tenants,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,298.976677295524,2904.85452910763,,,,,,,,,,,2017,"216 S 10th St
Las Vegas, Nevada
(36.16495, -115.13614)"
422,428,Surface,Unknown,N,37,Permit only signs are posted,Unknown,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,480.127570908723,14025.0801104387,,,,,,,,,,,2017,"122 Garces Ave
Las Vegas, Nevada
(36.163881, -115.149005)"
410,416,Surface,Unknown,N,10,,N/A,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,193.387848874988,2336.56807694626,,,,,,,,,,,2017,"1121 S Main St
Las Vegas, Nevada
(36.158082, -115.15358)"
52,52,Surface,Bus Station,N,10,"Bus Station Lot, Couldn't see on aerials 8-17-11",Employees & Handicap Parking,N,,,,,,,,,,,,,,N/A,,,,,NO,Other,,,,397.63392243103,9817.40604107379,,,,,,,,,,,2017,"155 E Bonneville Ave
Las Vegas, Nevada
(36.165195, -115.148526)"
167,,Parallel,,,5,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,120.295668939613,,On Street parking,4,N,4HR,S-S,2510,Premium,1pm-10pm,"4HR, S-S 1pm-10pm",Existing,2016,"400 E. Ogden
Las Vegas, Nevada
(36.170728, -115.140671)"
94,94,Surface,Golden Gate,N,96,,Valet Only,N,,,,,,,NA,,,,,,,NA,,,Golden Gate,,NO,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,775.023021022646,33232.6168275583,,,,,,,,,,,2017,"1 Fremont St
Las Vegas, Nevada
(36.171573, -115.145994)"
164,,Parallel,,,12,,,,$1.00 per Hour,,,,,,,,,,,,,,,,,,,,,07/14/2015 12:00:00 AM,JHillhouse,239.463331061004,,On Street parking,4,S,10HR,M-F,199,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"500 Bridger Ave
Las Vegas, Nevada
(36.16688, -115.142138)"
442,448,Surface,CLV Fire,N,147,,Employees,N,,,,,,,NA,,,,,,,NA,,,,City of Las Vegas,Y,Government,,,,1563.4800988482,63709.038391685,,,,,,,,,,,2017,"431 E Bonanza Rd
Las Vegas, Nevada
(36.175655, -115.138875)"
196,199,Surface,Office,N,3,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,147.09064776223,1202.52647279076,,,,,,,,,,,2017,"614 S 6th St
Las Vegas, Nevada
(36.16236, -115.143714)"
545,551,Surface,Siegel Suites Customers,N,15,,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Residential,,,,542.420851378682,18781.3666805113,,,,,,,,,,,2017,"401 E Charleston Blvd
Las Vegas, Nevada
(36.158912, -115.14829)"
18,,Parallel,,,6,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,254.072827310987,,On Street parking,4,W,10HR,M-F,86,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 S. 7th
Las Vegas, Nevada
(36.167112, -115.139135)"
12,12,Surface,Depo International,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,247.62902454033,3693.82715762935,,,,,,,,,,,2017,"517 S 9th St
Las Vegas, Nevada
(36.162061, -115.13952)"
133,135,Surface,Express Bail Bonds/24 hr Bail Bond/Gallo Law Firm,N,16,Multiple businesses share the same lot total 16 spaces for all,"Customers, Clients & Employees",N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,528.80275547941,7371.60673657449,,,,,,,,,,,2017,"818 S Casino Center Blvd
Las Vegas, Nevada
(36.161803, -115.149982)"
148,151,Surface,Gas Station,N,4,,Customers,N,,,,,,,NA,,,,,,,NA,,None,,,NO,Retail,,,,486.337241268209,14134.821718114,,,,,,,,,,,2017,"329 N Las Vegas Blvd
Las Vegas, Nevada
(36.172521, -115.138448)"
90,90,Surface,Ice House Bar,Y,27,Business Closed,,N,,,,,,,,,,,,,,,,,,,NO,Bar/Rest,,,,491.979292046652,14864.340337934,,,,,,,,,,,2017,"650 S Main St
Las Vegas, Nevada
(36.164827, -115.150861)"
535,541,Garage,Golden Nugget,N,1060,,Valet Only,N,,,,,,,NA,,,,,,,NA,,,Golden Nugget,,NO,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,820.265519864953,37145.1383507163,,,,,,,,,,,2017,"160 S Casino Center Blvd
Las Vegas, Nevada
(36.170014, -115.144583)"
91,,Parallel,,,11,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,209.98970854726,,On Street parking,4,N,10HR,M-F,62,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"400 E Clark
Las Vegas, Nevada
(36.164712, -115.144023)"
76,,Parallel,,,10,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,258.274227486372,,On Street parking,4,S,4HR,S-S,111,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"600 E. Carson
Las Vegas, Nevada
(36.16758, -115.140276)"
524,530,Surface,Apartments - Pepper Tree,N,11,Private,Tenants,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,256.857773073306,2784.12278558753,,,,,,,,,,,2017,"820 S 3rd St
Las Vegas, Nevada
(36.161188, -115.148848)"
99,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,189.942012403299,,On Street parking,4,S,4HR,S-S,150,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"1 E. Ogden
Las Vegas, Nevada
(36.172822, -115.145537)"
15,,Angle,,,11,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2016 12:00:00 AM,JHillhouse,292.885765920239,,On Street parking,4,E,4HR,S-S,83,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"100 N. 7th
Las Vegas, Nevada
(36.169314, -115.137695)"
583,590,Surface,Hotel,N,52,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,877.802911897959,26516.4847657714,,,,,,,,,,,2017,"2211 S Las Vegas Blvd
Las Vegas, Nevada
(36.145668, -115.155967)"
150,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,252.992374958034,,On Street parking,4,S,4HR,S-S,134,,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"500 E. Ogden
Las Vegas, Nevada
(36.170307, -115.139706)"
623,630,Surface,Hoover Lot,Y,72,,,Y,1,5,,,35,"$35 Unreserved, $50 reserved",,,,"$2.50 Flat Sun-Thurs after 6pm, $5 Flat Fri & Sat after 6pm",,,,,,Metered,,City of Las Vegas,Y,,198,09/01/2015 12:00:00 AM,JHillhouse,653.852770019019,26107.8042277084,Private Lots-City Run,3,,,,,,,,,2016,"829 S 4th St
Las Vegas, Nevada
(36.160609, -115.147757)"
104,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,136.532332383132,,On Street parking,4,W,4HR,S-S,155,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"100 N. 4th
Las Vegas, Nevada
(36.169747, -115.141792)"
289,293,Surface,Wedding Chapel - Mon Bel Ami,N,2,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,158.017645924551,1437.07803851401,,,,,,,,,,,2017,"607 S Las Vegas Blvd
Las Vegas, Nevada
(36.163147, -115.144563)"
89,89,Surface,Artistic Iron Works,N,34,,Customers & Employees,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,736.600139516387,22368.5576377064,,,,,,,,,,,2017,"105 W Charleston Blvd
Las Vegas, Nevada
(36.158791, -115.155487)"
268,272,Surface,Law Office,N,56,Lease 373-1875,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,717.852883291909,13850.4983260483,,,,,,,,,,,2017,"550 E Charleston Blvd
Las Vegas, Nevada
(36.158771, -115.146301)"
29,29,Surface,Hostel,N,13,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,389.937714266271,4671.09693074117,,,,,,,,,,,2017,"1208 S Las Vegas Blvd
Las Vegas, Nevada
(36.156435, -115.149104)"
486,492,Garage,Apartments - City Center ,N,240,"Spaces 220 or 240, gated entry key required.",Tenants,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,662.965929788937,26598.3217501548,,,,,,,,,,,2017,"210 S 9th St
Las Vegas, Nevada
(36.165651, -115.137146)"
68,,Parallel,,,5,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,105.618763096235,,On Street parking,4,S,4HR,S-S,107,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"600 E. Ogden
Las Vegas, Nevada
(36.169883, -115.138749)"
72,72,Surface,Carpets Galore,N,14,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,298.485732060475,3678.90073911101,,,,,,,,,,,2017,"1601 S Main St
Las Vegas, Nevada
(36.151924, -115.15402)"
506,512,Surface,"Law Office - Patti,Sgro & Lewis",N,30,,Employees & Clients,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,395.902310553447,8257.58728126687,,,,,,,,,,,2017,"731 S 6th St
Las Vegas, Nevada
(36.160795, -115.144733)"
9,9,Surface,Apartments,N,9,,Tenants,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Residential,,,,249.340416080628,1902.47537134521,,,,,,,,,,,2017,"516 10th St
Las Vegas, Nevada
(36.161506, -115.138415)"
470,476,Surface,708 S. 6th,N,18,,Clients,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,481.495106416405,8590.93684102062,,,,,,,,,,,2017,"710 S 6th St
Las Vegas, Nevada
(36.161188, -115.144472)"
256,260,Surface,Apartments,N,14,Unstriped,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,401.176405784877,4839.03041845385,,,,,,,,,,,2017,"1111 S Casino Center Blvd
Las Vegas, Nevada
(36.158237, -115.15229)"
374,380,Garage,Main Street Station Casino,Y,366,,Customers,Y,,,,,,,N/A,,,,,5,,Y,,,,N/A,NO,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,745.233338899647,31619.1300942238,,,,,,,,,,,2017,"200 N Main St
Las Vegas, Nevada
(36.174528, -115.144582)"
10,,Parallel,,,7,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,279.467653787775,,On Street parking,4,E,4HR,S-S,78,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"100 N. 8th
Las Vegas, Nevada
(36.167758, -115.137267)"
321,325,Surface,Hotel - Arruba,N,93,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,1160.63329195783,58301.9075103669,,,,,,,,,,,2017,"1215 S Las Vegas Blvd
Las Vegas, Nevada
(36.156219, -115.149089)"
454,460,Surface,RJC Public Parking,Y,123,,,Y,1.5,15,,Mon-Sat 8am-8pm,,,,,,,,,,N,,Metered,Clark County,Clark County,Y,Government,,,,1065.38656058947,53343.7376600037,,,,,,,,,,,2017,"270 E Clark Ave
Las Vegas, Nevada
(36.165748, -115.146414)"
39,,Parallel,,,12,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,230.142790036404,,On Street parking,4,W,4HR,M-F,23,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2016,"400 S. 3rd
Las Vegas, Nevada
(36.166333, -115.145478)"
190,193,Surface,Financial Group,N,8,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Office,,,,162.208000121674,1580.04178339958,,,,,,,,,,,2017,"526 S 7th St
Las Vegas, Nevada
(36.16267, -115.142051)"
600,607,Surface,Clark County,N,149,,Employees Only,N,,,,,,,NA,,,,,,No event fee,NA,,,,Clark County,,Government,,,,1437.51717616372,90048.0632122001,,,,,,,,,,,2017,"500 S Grand Central Pkwy
Las Vegas, Nevada
(36.164948, -115.155618)"
292,296,Surface,Mace Bldg,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,183.430946871853,2092.61505340861,,,,,,,,,,,2017,"625 S 6th St
Las Vegas, Nevada
(36.162089, -115.143885)"
192,195,Surface,Apartments,N,29,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,408.146699278719,5636.17996782442,,,,,,,,,,,2017,"520 N Casino Center Blvd
Las Vegas, Nevada
(36.175601, -115.140842)"
74,74,Surface,Burger King,N,46,,Customers,N,,,,,,,,,,,,,,N/A,,,,,NO,Bar/Rest,,,,777.046670544696,21671.7253659606,,,,,,,,,,,2017,"1736 S Las Vegas Blvd
Las Vegas, Nevada
(36.150147, -115.153229)"
157,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,197.013847549517,,On Street parking,4,W,10HR,M-F,169,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 S. 8th
Las Vegas, Nevada
(36.166321, -115.138159)"
33,33,Surface,Phoenix Auto Sales,N,22,22 including cars for sale,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,372.957602512216,6666.80267941013,,,,,,,,,,,2017,"1411 S Commerce St
Las Vegas, Nevada
(36.154357, -115.155272)"
249,253,Surface,Apartments,N,3,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,130.199584751879,1056.5110464297,,,,,,,,,,,2017,"1014 S 3rd St
Las Vegas, Nevada
(36.159157, -115.150162)"
61,61,Surface,Office,N,5,Can't see lot ,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,422.713277300523,10252.0889199616,,,,,,,,,,,2017,"704 S 9th St
Las Vegas, Nevada
(36.159936, -115.140909)"
7,7,Surface,LDS Church,N,59,,Church Use Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,537.893126133003,17344.1720529114,,,,,,,,,,,2017,"501 S 9th St
Las Vegas, Nevada
(36.162355, -115.139326)"
618,625,Surface,Container Park Lot,Y,70,3 handicapped spaces,,Y,3,15,,,50,,NA,,,"$15 Flat rate evenings after 6pm,Sat & Sun",,15,Fee varies $15 - $35 depending on event,NA,,Metered,Downtown Project,City of Las Vegas,Y,Retail,170,10/21/2015 12:00:00 AM,JHillhouse,619.093012334794,23767.8047355722,Private Lots-City Run,3,,,,,,,,,2017,"146 S. 7th St
Las Vegas, Nevada
(36.16756, -115.138845)"
472,478,Surface,Kiss Bail Bonds,N,16,,Clients,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,294.031901787313,4816.88442610376,,,,,,,,,,,2017,"735 S Las Vegas Blvd
Las Vegas, Nevada
(36.161264, -115.145803)"
128,130,Surface,Law Office - Hilbrecht & Associates,N,10,,Clients & Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,483.016202585839,10919.6370054898,,,,,,,,,,,2017,"723 S Casino Center Blvd
Las Vegas, Nevada
(36.162795, -115.149166)"
57,57,Surface,Law Office - 717,N,5,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,195.103008162367,2379.00603136545,,,,,,,,,,,2017,"721 S 8th St
Las Vegas, Nevada
(36.160136, -115.142227)"
347,351,Surface,Unknown,N,141,"Striping Faded, Approx 141 from visible lines",N/A,NA,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,1232.15789381683,91521.8257552519,,,,,,,,,,,2017,"1730 S Main St
Las Vegas, Nevada
(36.150163, -115.154228)"
195,198,Surface,Wedding Chapel,N,18,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,376.460399131616,6810.66053382075,,,,,,,,,,,2017,"604 S 6th St
Las Vegas, Nevada
(36.162601, -115.143561)"
355,359,Surface,Oasis Lot,Y,40,,,Y,3,15,24,7 days a week.New day starts 5am. If max is paid good until 8am next day.,,,,,,,,,,NA,,Metered,,City of Las Vegas,Y,Mixed Use,317,12/17/2015 12:00:00 AM,JHillhouse,498.49090203578,15054.7531486984,Private Lots-City Run,3,,,,,,,,,2017,"217 N Las Vegas Blvd
Las Vegas, Nevada
(36.17085, -115.139692)"
199,202,Surface,Showgirl Video,N,22,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,338.213482090577,6621.67714856201,,,,,,,,,,,2017,"518 Garces Ave
Las Vegas, Nevada
(36.161886, -115.144377)"
215,218,Surface,Office Building,N,11,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,240.170682558392,3343.70685831194,,,,,,,,,,,2017,"602 S 10th St
Las Vegas, Nevada
(36.16074, -115.13893)"
89,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,09/22/2014 12:00:00 AM,JHillhouse,110.620039597955,,On Street parking,4,N,10HR,M-F,60,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"1 Lewis
Las Vegas, Nevada
(36.168184, -115.148631)"
104,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,136.532332383132,,On Street parking,4,W,4HR,S-S,155,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"100 N. 4th
Las Vegas, Nevada
(36.169747, -115.141792)"
483,489,Surface,RV Lot,Y,98,"Sept-April $16-$19, May - Aug $14-$17",Customers,Y,,,,,,,,,,,,28,First Friday Only,N,,,,N/A,N,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,1875.56719469492,165563.099813342,,,,,,,,,,,2017,"525 N Casino Center Blvd
Las Vegas, Nevada
(36.175219, -115.141181)"
554,560,Garage,Offices - 520 S. 4th,N,90,Leasing - 384-5563 Card Opening,,Y,,,,,,,,,,,,,,,,,,,NO,Office,,,,576.436390041834,20748.6001370745,,,,,,,,,,,2017,"522 S 4th St
Las Vegas, Nevada
(36.164135, -115.145474)"
102,104,Surface,Office,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,418.342760705473,5068.23594803174,,,,,,,,,,,2017,"530 S 9th St
Las Vegas, Nevada
(36.1616, -115.139823)"
203,206,Surface,Office,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,195.43298910862,2000.42726258157,,,,,,,,,,,2017,"600 S 8th St
Las Vegas, Nevada
(36.161746, -115.141189)"
182,185,Surface,Law Office - Paul Soenson,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,180.036106155556,2002.44202983678,,,,,,,,,,,2017,"513 S 6th St
Las Vegas, Nevada
(36.163632, -115.14289)"
623,630,Surface,Hoover Lot,Y,72,,,Y,1,5,,,35,"$35 Unreserved, $50 reserved",,,,"$2.50 Flat Sun-Thurs after 6pm, $5 Flat Fri & Sat after 6pm",,,,,,Metered,,City of Las Vegas,Y,,198,09/01/2015 12:00:00 AM,JHillhouse,653.852770019019,26107.8042277084,Private Lots-City Run,3,,,,,,,,,2017,"829 S 4th St
Las Vegas, Nevada
(36.160609, -115.147757)"
111,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,113.97115922373,,On Street parking,4,S,10HR,M-F,64,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 E Bonneville
Las Vegas, Nevada
(36.164873, -115.147807)"
513,519,Garage,"Law Office - SNAMH (Patti,Sgro & Lewis)",N,51,,Clients & Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,628.395616319177,24362.1135380522,,,,,,,,,,,2017,"720 S 7th St
Las Vegas, Nevada
(36.160364, -115.14355)"
592,599,Surface,Siegel Suites,N,114,,Guests,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Hotel,,,,1192.9253336146,37286.5930649745,,,,,,,,,,,2017,"2000 Paradise Rd
Las Vegas, Nevada
(36.146967, -115.152991)"
104,106,Surface,Office,N,8,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,190.520686957364,1638.30943004495,,,,,,,,,,,2017,"518 S 9th St
Las Vegas, Nevada
(36.161896, -115.139628)"
164,167,Surface,Chicago Joes,N,7,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Bar/Rest,,,,218.098356204153,2958.33456014353,,,,,,,,,,,2017,"820 S 4th St
Las Vegas, Nevada
(36.160824, -115.147622)"
117,,Parallel,,,9,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,361.126948892118,,On Street parking,4,W,10HR,M-F,89,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"400 S. 7th
Las Vegas, Nevada
(36.16456, -115.140806)"
576,583,Surface,Circle K,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,384.255533903102,6243.0929008579,,,,,,,,,,,2017,"2308 S Las Vegas Blvd
Las Vegas, Nevada
(36.144999, -115.156585)"
27,,Parallel,,,6,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,228.736883572476,,On Street parking,4,E,10HR,M-F,97,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"400 S. 6th
Las Vegas, Nevada
(36.165251, -115.141792)"
50,50,Surface,Naked City Ink,N,29,,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,470.474707561414,10592.316634634,,,,,,,,,,,2017,"1521 S Commerce St
Las Vegas, Nevada
(36.153255, -115.155391)"
143,,Parallel,,,16,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,347.642098938212,,On Street parking,4,E,10HR,M-F,164,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"600 S. 3rd
Las Vegas, Nevada
(36.164185, -115.146874)"
21,,Parallel,,,8,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,254.170755660944,,On Street parking,4,E,10HR,M-F,91,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"800 S. 6th
Las Vegas, Nevada
(36.160391, -115.144997)"
135,,Parallel,,,9,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,239.341897551226,,On Street parking,4,S,10HR,M-F,157,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"200 Garces
Las Vegas, Nevada
(36.163523, -115.148186)"
172,175,Surface,Cleaners,N,5,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,149.393154605617,1256.94527330427,,,,,,,,,,,2017,"800 S Las Vegas Blvd
Las Vegas, Nevada
(36.160908, -115.146181)"
333,337,Surface,R2K Studio,N,8,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,372.675993634356,3153.43933905743,,,,,,,,,,,2017,"1201 S Commerce St
Las Vegas, Nevada
(36.157348, -115.154979)"
